chr	start	stop	transcript_id	gene_name	gene_id	pfam_exons	pfam_id	info	transcript_num	total_exons	exon_size	avg_exon_size	total_nucleotides	proportion_total	total_transcript_num	transcript_proportion	x_axis	hotspot_3d_exon_num	hotspot_exon_num	gc_content
11	3	41236349	41236499	ENST00000349496 | ENST00000450969 | ENST00000405570 | ENST00000433400 | ENST00000396183 | ENST00000396185 | ENST00000431914 | ENST00000441708 | ENST00000453024	CTNNB1	ENSG00000168036	1	PF00514	3:41236349-41236499 - o | 3:41236349-41236499 - o | 3:41236349-41236499 - o | 3:41236349-41236499 - o | 3:41236349-41236499 - o | 3:41236349-41236499 - o | 3:41236349-41236499 - o | 3:41236349-41236499 - o | 3:41236349-41236499 - o	9	14	151	167.36	2343	1.41517126411094	9	1	CTNNB1 (n = 14 exons; avg = 167.36)	0	18	0.490066225165563
12	3	41236588	41236709	ENST00000349496 | ENST00000450969 | ENST00000405570 | ENST00000433400 | ENST00000396183 | ENST00000396185 | ENST00000431914 | ENST00000441708 | ENST00000453024	CTNNB1	ENSG00000168036	0	NA	3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o	9	14	122	167.36	2343	1.41517126411094	9	1	CTNNB1 (n = 14 exons; avg = 167.36)	0	11	0.475409836065574
13	3	41238016	41238076	ENST00000349496 | ENST00000450969 | ENST00000405570 | ENST00000433400 | ENST00000396183 | ENST00000396185 | ENST00000431914 | ENST00000441708 | ENST00000453024	CTNNB1	ENSG00000168036	0	NA	3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o	9	14	61	167.36	2343	1.41517126411094	9	1	CTNNB1 (n = 14 exons; avg = 167.36)	0	4	0.524590163934426
14	3	41239134	41239339	ENST00000349496 | ENST00000450969 | ENST00000405570 | ENST00000433400 | ENST00000396183 | ENST00000396185 | ENST00000431914 | ENST00000441708 | ENST00000453024	CTNNB1	ENSG00000168036	0	NA	3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o	9	14	206	167.36	2343	1.41517126411094	9	1	CTNNB1 (n = 14 exons; avg = 167.36)	0	24	0.558252427184466
15	17	43124017	43124096	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00097	17:43124017-43124096 - o | 17:43124017-43124096 - o | 17:43124017-43124096 - o	3	23	80	245.74	5652	3.41380622482076	4	0.75	BRCA1 (n = 23 exons; avg = 245.74)	0	8	0.375
16	17	43115726	43115779	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00097	17:43115726-43115779 - o | 17:43115726-43115779 - o | 17:43115726-43115779 - o	3	23	54	245.74	5652	3.41380622482076	4	0.75	BRCA1 (n = 23 exons; avg = 245.74)	0	2	0.425925925925926
17	17	43106456	43106533	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00097	17:43106456-43106533 - o | 17:43106456-43106533 - o | 17:43106456-43106533 - o	3	23	78	245.74	5652	3.41380622482076	4	0.75	BRCA1 (n = 23 exons; avg = 245.74)	0	10	0.371794871794872
18	17	43104868	43104956	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	0	NA	17:43104868-43104956 - o | 17:43104868-43104956 - o | 17:43104868-43104956 - o	3	23	89	245.74	5652	3.41380622482076	4	0.75	BRCA1 (n = 23 exons; avg = 245.74)	0	10	0.382022471910112
19	17	43104122	43104261	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	0	NA	17:43104122-43104261 - o | 17:43104122-43104261 - o | 17:43104122-43104261 - o	3	23	140	245.74	5652	3.41380622482076	4	0.75	BRCA1 (n = 23 exons; avg = 245.74)	0	7	0.371428571428571
20	17	43099775	43099880	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	0	NA	17:43099775-43099880 - o | 17:43099775-43099880 - o | 17:43099775-43099880 - o	3	23	106	245.74	5652	3.41380622482076	4	0.75	BRCA1 (n = 23 exons; avg = 245.74)	0	11	0.462264150943396
21	17	43097244	43097289	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	0	NA	17:43097244-43097289 - o | 17:43097244-43097289 - o | 17:43097244-43097289 - o	3	23	46	245.74	5652	3.41380622482076	4	0.75	BRCA1 (n = 23 exons; avg = 245.74)	0	3	0.369565217391304
22	17	43095846	43095922	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	0	NA	17:43095846-43095922 - o | 17:43095846-43095922 - o | 17:43095846-43095922 - o	3	23	77	245.74	5652	3.41380622482076	4	0.75	BRCA1 (n = 23 exons; avg = 245.74)	0	10	0.415584415584416
23	17	43091435	43094860	ENST00000471181 | ENST00000357654 | ENST00000461574	BRCA1	ENSG00000012048	1	PF12820	17:43091435-43094860 - o | 17:43091435-43094860 - o | 17:43091435-43091824 - s4	3	23	3426	245.74	5652	3.41380622482076	4	0.75	BRCA1 (n = 23 exons; avg = 245.74)	0	343	0.390251021599533
24	17	43090944	43091032	ENST00000471181 | ENST00000357654 | ENST00000352993 | ENST00000461574	BRCA1	ENSG00000012048	0	NA	17:43090944-43091032 - o | 17:43090944-43091032 - o | 17:43090944-43091032 - o | 17:43090944-43091032 - o	4	23	89	245.74	5652	3.41380622482076	4	1	BRCA1 (n = 23 exons; avg = 245.74)	0	12	0.49438202247191
25	17	43082404	43082575	ENST00000471181 | ENST00000357654 | ENST00000352993 | ENST00000461574	BRCA1	ENSG00000012048	0	NA	17:43082404-43082575 - o | 17:43082404-43082575 - o | 17:43082404-43082575 - o | 17:43082404-43082575 - o	4	23	172	245.74	5652	3.41380622482076	4	1	BRCA1 (n = 23 exons; avg = 245.74)	0	18	0.47093023255814
26	17	43079334	43079399	ENST00000471181	BRCA1	ENSG00000012048	0	NA	17:43079334-43079399 - o	1	23	66	245.74	5652	3.41380622482076	4	0.25	BRCA1 (n = 23 exons; avg = 245.74)	0	18	0.378787878787879
27	17	43076488	43076611	ENST00000471181 | ENST00000461574	BRCA1	ENSG00000012048	0	NA	17:43076488-43076611 - o | 17:43076537-43076611 - s4	2	23	124	245.74	5652	3.41380622482076	4	0.5	BRCA1 (n = 23 exons; avg = 245.74)	0	29	0.395161290322581
28	17	43074331	43074521	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	0	NA	17:43074331-43074521 - o | 17:43074331-43074521 - o | 17:43074331-43074521 - o	3	23	191	245.74	5652	3.41380622482076	4	0.75	BRCA1 (n = 23 exons; avg = 245.74)	0	11	0.465968586387435
29	17	43070928	43071238	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43070928-43071238 - o | 17:43070928-43071238 - o | 17:43070928-43071238 - o	3	23	311	245.74	5652	3.41380622482076	4	0.75	BRCA1 (n = 23 exons; avg = 245.74)	0	7	0.479099678456592
30	17	43067608	43067695	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43067608-43067695 - o | 17:43067608-43067695 - o | 17:43067608-43067695 - o	3	23	88	245.74	5652	3.41380622482076	4	0.75	BRCA1 (n = 23 exons; avg = 245.74)	0	10	0.352272727272727
31	17	43063874	43063951	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43063874-43063951 - o | 17:43063874-43063951 - o | 17:43063874-43063951 - o	3	23	78	245.74	5652	3.41380622482076	4	0.75	BRCA1 (n = 23 exons; avg = 245.74)	0	14	0.397435897435897
32	17	43063333	43063373	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43063333-43063373 - o | 17:43063333-43063373 - o | 17:43063333-43063373 - o	3	23	41	245.74	5652	3.41380622482076	4	0.75	BRCA1 (n = 23 exons; avg = 245.74)	0	6	0.390243902439024
33	17	43057052	43057135	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43057052-43057135 - o | 17:43057052-43057135 - o | 17:43057052-43057135 - o	3	23	84	245.74	5652	3.41380622482076	4	0.75	BRCA1 (n = 23 exons; avg = 245.74)	0	7	0.464285714285714
34	17	43051063	43051117	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43051063-43051117 - o | 17:43051063-43051117 - o | 17:43051063-43051117 - o	3	23	55	245.74	5652	3.41380622482076	4	0.75	BRCA1 (n = 23 exons; avg = 245.74)	0	5	0.527272727272727
35	17	43049121	43049194	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43049121-43049194 - o | 17:43049121-43049194 - o | 17:43049121-43049194 - o	3	23	74	245.74	5652	3.41380622482076	4	0.75	BRCA1 (n = 23 exons; avg = 245.74)	0	11	0.486486486486487
36	17	43047643	43047703	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43047643-43047703 - o | 17:43047643-43047703 - o | 17:43047643-43047703 - o	3	23	61	245.74	5652	3.41380622482076	4	0.75	BRCA1 (n = 23 exons; avg = 245.74)	0	0	0.557377049180328
37	17	43045681	43045802	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43045681-43045802 - o | 17:43045681-43045802 - o | 17:43045681-43045802 - o	3	23	122	245.74	5652	3.41380622482076	4	0.75	BRCA1 (n = 23 exons; avg = 245.74)	0	0	0.581967213114754
38	11	119206418	119206612	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	1	PF02262	11:119206418-119206612 - o | 11:119206418-119206612 - o | 11:119206418-119206612 - o	3	17	195	155.65	2646	1.59818316894475	3	1	CBL (n = 17 exons; avg = 155.65)	0	9	0.671794871794872
39	11	119232448	119232695	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	1	PF02262	11:119232448-119232695 - o | 11:119232448-119232695 - o | 11:119232448-119232695 - o	3	17	248	155.65	2646	1.59818316894475	3	1	CBL (n = 17 exons; avg = 155.65)	0	20	0.42741935483871
40	11	119271735	119271881	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	2	PF02262|PF02761	11:119271735-119271881 - o | 11:119271735-119271881 - o | 11:119271735-119271881 - o	3	17	147	155.65	2646	1.59818316894475	3	1	CBL (n = 17 exons; avg = 155.65)	0	20	0.442176870748299
41	11	119273868	119274024	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	1	PF02761	11:119273868-119274024 - o | 11:119273868-119274024 - o | 11:119273868-119274024 - o	3	17	157	155.65	2646	1.59818316894475	3	1	CBL (n = 17 exons; avg = 155.65)	0	19	0.445859872611465
42	11	119274832	119274953	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	2	PF02761|PF02762	11:119274832-119274953 - o | 11:119274832-119274953 - o | 11:119274832-119274953 - o	3	17	122	155.65	2646	1.59818316894475	3	1	CBL (n = 17 exons; avg = 155.65)	18	16	0.483606557377049
43	11	119275997	119276134	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	1	PF02762	11:119275997-119276134 - o | 11:119275997-119276134 - o | 11:119275997-119276134 - o	3	17	138	155.65	2646	1.59818316894475	3	1	CBL (n = 17 exons; avg = 155.65)	6	12	0.478260869565217
44	11	119277757	119277844	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	1	PF02762	11:119277757-119277844 - o | 11:119277757-119277844 - o | 11:119277757-119277844 - o	3	17	88	155.65	2646	1.59818316894475	3	1	CBL (n = 17 exons; avg = 155.65)	0	8	0.443181818181818
45	11	119278166	119278297	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	1	PF14447	11:119278166-119278297 - o | 11:119278166-119278297 - o | 11:119278166-119278297 - o	3	17	132	155.65	2646	1.59818316894475	3	1	CBL (n = 17 exons; avg = 155.65)	12	27	0.409090909090909
46	11	119278510	119278713	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	1	PF14447	11:119278510-119278713 - o | 11:119278510-119278713 - o | 11:119278510-119278713 - o	3	17	204	155.65	2646	1.59818316894475	3	1	CBL (n = 17 exons; avg = 155.65)	30	33	0.490196078431373
47	11	119284969	119285100	ENST00000634586 | ENST00000264033	CBL	ENSG00000110395	0	NA	11:119284969-119285100 - o | 11:119284969-119285100 - o	2	17	132	155.65	2646	1.59818316894475	3	0.666666666666667	CBL (n = 17 exons; avg = 155.65)	0	14	0.583333333333333
48	11	119285189	119285566	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	0	NA	11:119285189-119285566 - o | 11:119285189-119285566 - o | 11:119285189-119285566 - o	3	17	378	155.65	2646	1.59818316894475	3	1	CBL (n = 17 exons; avg = 155.65)	0	31	0.558201058201058
49	11	119287852	119287946	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	0	NA	11:119287852-119287946 - o | 11:119287852-119287946 - o | 11:119287852-119287946 - o	3	17	95	155.65	2646	1.59818316894475	3	1	CBL (n = 17 exons; avg = 155.65)	0	6	0.473684210526316
50	11	119296918	119297034	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	0	NA	11:119296918-119297034 - o | 11:119296918-119297034 - o | 11:119296918-119297034 - o	3	17	117	155.65	2646	1.59818316894475	3	1	CBL (n = 17 exons; avg = 155.65)	0	12	0.547008547008547
51	11	119297384	119297481	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	0	NA	11:119297384-119297481 - o | 11:119297384-119297481 - o | 11:119297384-119297481 - o	3	17	98	155.65	2646	1.59818316894475	3	1	CBL (n = 17 exons; avg = 155.65)	0	12	0.469387755102041
52	11	119298358	119298540	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	0	NA	11:119298358-119298540 - o | 11:119298358-119298540 - o | 11:119298358-119298540 - o	3	17	183	155.65	2646	1.59818316894475	3	1	CBL (n = 17 exons; avg = 155.65)	0	16	0.551912568306011
53	11	119299495	119299635	ENST00000634586	CBL	ENSG00000110395	0	NA	11:119299495-119299635 - o	1	17	141	155.65	2646	1.59818316894475	3	0.333333333333333	CBL (n = 17 exons; avg = 155.65)	0	0	0.581560283687943
54	11	119306288	119306358	ENST00000634586	CBL	ENSG00000110395	0	NA	11:119306288-119306358 - o	1	17	71	155.65	2646	1.59818316894475	3	0.333333333333333	CBL (n = 17 exons; avg = 155.65)	0	0	0.492957746478873
55	14	95133315	95133458	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF00270	14:95133315-95133458 - o | 14:95133315-95133458 - o | 14:95133315-95133458 - o | 14:95133315-95133458 - o | 14:95133315-95133458 - o | 14:95133315-95133458 - o	6	27	144	215.11	5808	3.50803017582431	6	1	DICER1 (n = 27 exons; avg = 215.11)	0	12	0.479166666666667
56	14	95132515	95132677	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF00270	14:95132515-95132677 - o | 14:95132515-95132677 - o | 14:95132515-95132677 - o | 14:95132515-95132677 - o | 14:95132515-95132677 - o | 14:95132515-95132677 - o	6	27	163	215.11	5808	3.50803017582431	6	1	DICER1 (n = 27 exons; avg = 215.11)	0	11	0.441717791411043
57	14	95131509	95131639	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF00270	14:95131509-95131639 - o | 14:95131509-95131639 - o | 14:95131509-95131639 - o | 14:95131509-95131639 - o | 14:95131509-95131639 - o | 14:95131509-95131639 - o	6	27	131	215.11	5808	3.50803017582431	6	1	DICER1 (n = 27 exons; avg = 215.11)	0	11	0.427480916030534
58	14	95130058	95130192	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF00270	14:95130058-95130192 - o | 14:95130058-95130192 - o | 14:95130058-95130192 - o | 14:95130058-95130192 - o | 14:95130058-95130192 - o | 14:95130058-95130192 - o	6	27	135	215.11	5808	3.50803017582431	6	1	DICER1 (n = 27 exons; avg = 215.11)	0	10	0.377777777777778
59	14	95129472	95129632	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF00270	14:95129472-95129632 - o | 14:95129472-95129632 - o | 14:95129472-95129632 - o | 14:95129472-95129632 - o | 14:95129472-95129632 - o | 14:95129472-95129632 - o	6	27	161	215.11	5808	3.50803017582431	6	1	DICER1 (n = 27 exons; avg = 215.11)	0	13	0.391304347826087
60	14	95126580	95126748	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	0	NA	14:95126580-95126748 - o | 14:95126580-95126748 - o | 14:95126580-95126748 - o | 14:95126580-95126748 - o | 14:95126580-95126748 - o | 14:95126580-95126748 - o	6	27	169	215.11	5808	3.50803017582431	6	1	DICER1 (n = 27 exons; avg = 215.11)	0	12	0.343195266272189
61	14	95124196	95124668	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF00271	14:95124196-95124668 - o | 14:95124196-95124668 - o | 14:95124196-95124668 - o | 14:95124196-95124668 - o | 14:95124196-95124668 - o | 14:95124196-95124668 - o	6	27	473	215.11	5808	3.50803017582431	6	1	DICER1 (n = 27 exons; avg = 215.11)	0	42	0.380549682875264
62	14	95117622	95117754	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF00271	14:95117622-95117754 - o | 14:95117622-95117754 - o | 14:95117622-95117754 - o | 14:95117622-95117754 - o | 14:95117622-95117754 - o | 14:95117622-95117754 - o	6	27	133	215.11	5808	3.50803017582431	6	1	DICER1 (n = 27 exons; avg = 215.11)	0	19	0.421052631578947
63	14	95116453	95116695	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF00271	14:95116453-95116695 - o | 14:95116453-95116695 - o | 14:95116453-95116695 - o | 14:95116453-95116695 - o | 14:95116453-95116695 - o | 14:95116453-95116695 - o	6	27	243	215.11	5808	3.50803017582431	6	1	DICER1 (n = 27 exons; avg = 215.11)	0	18	0.366255144032922
64	14	95115667	95115821	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF03368	14:95115667-95115821 - o | 14:95115667-95115821 - o | 14:95115667-95115821 - o | 14:95115667-95115821 - o | 14:95115667-95115821 - o | 14:95115667-95115821 - o	6	27	155	215.11	5808	3.50803017582431	6	1	DICER1 (n = 27 exons; avg = 215.11)	0	10	0.464516129032258
65	14	95113092	95113224	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF03368	14:95113092-95113224 - o | 14:95113092-95113224 - o | 14:95113092-95113224 - o | 14:95113092-95113224 - o | 14:95113092-95113224 - o | 14:95113092-95113224 - o	6	27	133	215.11	5808	3.50803017582431	6	1	DICER1 (n = 27 exons; avg = 215.11)	0	16	0.413533834586466
66	14	95112172	95112247	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF03368	14:95112172-95112247 - o | 14:95112172-95112247 - o | 14:95112172-95112247 - o | 14:95112172-95112247 - o | 14:95112172-95112247 - o | 14:95112172-95112247 - o	6	27	76	215.11	5808	3.50803017582431	6	1	DICER1 (n = 27 exons; avg = 215.11)	0	8	0.447368421052632
67	14	95111317	95111456	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF03368	14:95111317-95111456 - o | 14:95111317-95111456 - o | 14:95111317-95111456 - o | 14:95111317-95111456 - o | 14:95111317-95111456 - o | 14:95111317-95111456 - o	6	27	140	215.11	5808	3.50803017582431	6	1	DICER1 (n = 27 exons; avg = 215.11)	0	18	0.464285714285714
68	14	95108324	95108503	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	0	NA	14:95108324-95108503 - o | 14:95108324-95108503 - o | 14:95108324-95108503 - o | 14:95108324-95108503 - o | 14:95108324-95108503 - o | 14:95108324-95108503 - o	6	27	180	215.11	5808	3.50803017582431	6	1	DICER1 (n = 27 exons; avg = 215.11)	0	20	0.444444444444444
